url,title,price,location,main_description,full_description,date_listed,last_edited,seller_type,variant,kilometres,transmission,drive_train,fuel_type,colour,air_conditioning,registered,registration_number,first_photo,year,make,model,body_type,search_name
https://www.gumtree.com.au/s-ad/ardross/cars-vans-utes/2009-nissan-navara-rx-automatic-ute/1265168271,2009 Nissan Navara RX Automatic Ute,17800.0,Ardross WA 6153,This vehicle has had a lot of work doneNew radiatorNew headNew hose and beltNew AT tyres,"This vehicle has had a lot of work doneNew radiatorNew headNew hose and beltNew AT tyres
",11/01/2021,11/01/2021,Private seller,RX (4x4),197000,Automatic,4x4,Diesel,,Yes,,,,2009,Nissan,Navara,Ute,navara
https://www.gumtree.com.au/s-ad/maddington/cars-vans-utes/2011-nissan-navara-d22-s5-st-r-silver-5-speed-manual-utility/1263806068,2011 Nissan Navara D22 S5 ST-R Silver 5 Speed Manual Utility,24987.0,"1900 Albany Highway Maddington, WA 6109","Welcome to one of our finest ``Pre-Owned`` vehicles.  All of our vehicles undergo an extensive 130 Point Check in our state-of-the-art facilities by factory trained technicians.  We have one of the largest ranges of Pre-Owned vehicles in Perth together with an excellent reputation.  Should you be unable to visit us, we'll gladly come and see you at your home or office, at a time that best suits you.  Interstate enquiries warmly welcomed; we will organize your new vehicle transported directly to your door, making it the simplest of processes.  Donâ€™t miss out on the car of your dreams for the sake of a little distance!  We have a Dedicated In-house Business Manager for all your Finance & Insurance needs and a dedicated Professional Vehicle Appraiser we ensure we maximize your trade-in valuation and financial benefits.  We provide Authorised vehicle servicing and parts facilities to take care of your vehicle long term, with a fleet of service loan vehicles and a pick-up/drop-off service available.  Enquire immediately to have one of our knowledgeable and friendly sales executives assist you in your next purchase.  We look forward to meeting you soon!   PERTH , CANNINGTON, , ARMADALE , MELVILLE, FREMANTLE, COCKBURN,  CANNINGVALE , GOSNELLS , JOONDALUP , VIC PARK , BURSWOOD, MIDLAND, MORLEY , MANDURAH  ROCKINGHAM   Hot Deal: 100","Welcome to one of our finest ``Pre-Owned`` vehicles.  All of our vehicles undergo an extensive 130 Point Check in our state-of-the-art facilities by factory trained technicians.  We have one of the largest ranges of Pre-Owned vehicles in Perth together with an excellent reputation.  Should you be unable to visit us, we'll gladly come and see you at your home or office, at a time that best suits you.  Interstate enquiries warmly welcomed; we will organize your new vehicle transported directly to your door, making it the simplest of processes.  Donâ€™t miss out on the car of your dreams for the sake of a little distance!  We have a Dedicated In-house Business Manager for all your Finance & Insurance needs and a dedicated Professional Vehicle Appraiser we ensure we maximize your trade-in valuation and financial benefits.  We provide Authorised vehicle servicing and parts facilities to take care of your vehicle long term, with a fleet of service loan vehicles and a pick-up/drop-off service available.  Enquire immediately to have one of our knowledgeable and friendly sales executives assist you in your next purchase.  We look forward to meeting you soon!   PERTH , CANNINGTON, , ARMADALE , MELVILLE, FREMANTLE, COCKBURN,  CANNINGVALE , GOSNELLS , JOONDALUP , VIC PARK , BURSWOOD, MIDLAND, MORLEY , MANDURAH  ROCKINGHAM   Hot Deal: 100
",14/01/2021,Yesterday,Dealer used,ST-R (4x4),129662,Manual,4x4,Diesel,Silver,Yes,,1DPS407,,2011,Nissan,Navara,Ute,navara
https://www.gumtree.com.au/s-ad/myaree/cars-vans-utes/2010-nissan-navara-d40-st-grey-6-speed-manual-utility/1265315701,2010 Nissan Navara D40 ST Grey 6 Speed Manual Utility,16990.0,"174 Leach Highway Myaree, WA 6154",2010 Nissan Navara D40 ST Grey 6 Speed Manual Utility,"2010 Nissan Navara D40 ST Grey 6 Speed Manual Utility
",15/01/2021,4 hours ago,Dealer used,ST (4x4),184805,Manual,4x4,Diesel,Grey,Yes,,1DLY441,,2010,Nissan,Navara,Ute,navara
https://www.gumtree.com.au/s-ad/canning-vale/cars-vans-utes/2014-nissan-navara-d40-s6-my12-st-white-6-speed-manual-utility/1263704511,2014 Nissan Navara D40 S6 MY12 ST White 6 Speed Manual Utility,18997.0,"2 Bannister Road Canning Vale, WA 6155","New arrival! Currently undergoing our extensive 100 point safety checks. Enquire now and we'll keep you updated. Photos to follow. Call now to arrange your pre-purchase finance approval. Trade-ins welcome. Viewing by appointment to ensure vehicle is available.The Home of the Best Price guarantee. When you purchase direct from our warehouse you will save as we sell 100s of vehicles each month so there is new stock arriving daily. Ask us to send you a videoon this actual car today!!    Our price promise is easy - we won't be beaten on price.   Buy with confidence with our Best Car Price Guarantee.   We provide a 7 day money back guarantee.   We never sell written off cars and all our cars come with clear title.   All our cars go through a comprehensive 100 point vehicle inspection and safety check.   We offer personalised and affordable finance packages to suit your needs.   We buy cars, ask us about our free, no obligation valuation service.   All cars we sell include a free mechanical protection plan (some exclusions apply).   All cars we sell include free nationwide roadside assistance.   Choose from 1000s of quality used cars which can be delivered Australia wide.   We pride ourselves on our Google customer satisfaction rating of 4.5 stars or higher.    We are easyauto123, Australia's largest and fastest growing used car retailer, we make car buying easy. Come in, talk to one of our specialist team members today or browse our entire range at  easyauto123.com.au  . Look for the yellow warehouse located only 25 minutes from Perth CBD - 2 Bannister Road, Canning Vale (cnr of Bannister Road and Nicholson Road) and take your new car for a test drive.  ","New arrival! Currently undergoing our extensive 100 point safety checks. Enquire now and we'll keep you updated. Photos to follow. Call now to arrange your pre-purchase finance approval. Trade-ins welcome. Viewing by appointment to ensure vehicle is available.The Home of the Best Price guarantee. When you purchase direct from our warehouse you will save as we sell 100s of vehicles each month so there is new stock arriving daily. Ask us to send you a videoon this actual car today!!    Our price promise is easy - we won't be beaten on price.   Buy with confidence with our Best Car Price Guarantee.   We provide a 7 day money back guarantee.   We never sell written off cars and all our cars come with clear title.   All our cars go through a comprehensive 100 point vehicle inspection and safety check.   We offer personalised and affordable finance packages to suit your needs.   We buy cars, ask us about our free, no obligation valuation service.   All cars we sell include a free mechanical protection plan (some exclusions apply).   All cars we sell include free nationwide roadside assistance.   Choose from 1000s of quality used cars which can be delivered Australia wide.   We pride ourselves on our Google customer satisfaction rating of 4.5 stars or higher.    We are easyauto123, Australia's largest and fastest growing used car retailer, we make car buying easy. Come in, talk to one of our specialist team members today or browse our entire range at  easyauto123.com.au  . Look for the yellow warehouse located only 25 minutes from Perth CBD - 2 Bannister Road, Canning Vale (cnr of Bannister Road and Nicholson Road) and take your new car for a test drive.  
",13/01/2021,13/01/2021,Dealer used,ST (4x4),187652,Manual,4x4,Diesel,White,Yes,,1HBW350,,2014,Nissan,Navara,Ute,navara
https://www.gumtree.com.au/s-ad/melville/cars-vans-utes/2009-nissan-navara-d22-my2009-st-r-white-5-speed-manual-utility/1265346406,2009 Nissan Navara D22 MY2009 ST-R White 5 Speed Manual Utility,20388.0,"Leach Highway Melville, WA 6156","**JUST ARRIVED** IMMACULATE EXAMPLE! LOG BOOK! 2 x KEYS! REDARC TOWPRO! **FIRST TO SEE WILL BUY!!** HUGE RANGE OF VEHICLES IN STOCK WITH LOW MARGINS HIGH TURNOVER.... ** HAVE A TRADE-IN?? BRING IT DOWN WILL GIVE YOU ABOVE MARKET PRICE, SAVING YOU TIME AND MONEY! ** WE GO THE EXTRA MILE WHEN OTHERS DONT**   For added convenience, we have on-site finance and insurance managers who are able to discuss your finance options with super competitive repayment packages!    Have confidence in your next purchase with all vehicles inspected with a rigorous 116-point safety & mechanical check   **ALL TRADE-INS ACCEPTED**   All care is taken to accurately describe options, features & inclusions however options list can often be supplied by external consult with dealer or manufacturer to confirm options list on vehicle as they may be inaccurate   **Please check on enquiry the mileage as vehicles can be test-driven and mileages subsequently changed**.","**JUST ARRIVED** IMMACULATE EXAMPLE! LOG BOOK! 2 x KEYS! REDARC TOWPRO! **FIRST TO SEE WILL BUY!!** HUGE RANGE OF VEHICLES IN STOCK WITH LOW MARGINS HIGH TURNOVER.... ** HAVE A TRADE-IN?? BRING IT DOWN WILL GIVE YOU ABOVE MARKET PRICE, SAVING YOU TIME AND MONEY! ** WE GO THE EXTRA MILE WHEN OTHERS DONT**   For added convenience, we have on-site finance and insurance managers who are able to discuss your finance options with super competitive repayment packages!    Have confidence in your next purchase with all vehicles inspected with a rigorous 116-point safety & mechanical check   **ALL TRADE-INS ACCEPTED**   All care is taken to accurately describe options, features & inclusions however options list can often be supplied by external consult with dealer or manufacturer to confirm options list on vehicle as they may be inaccurate   **Please check on enquiry the mileage as vehicles can be test-driven and mileages subsequently changed**.
",13/01/2021,13/01/2021,Dealer used,ST-R (4x4),119374,Manual,4x4,Diesel,White,Yes,Yes,1EZF731,,2009,Nissan,Navara,Ute,navara
https://www.gumtree.com.au/s-ad/bentley/cars-vans-utes/2008-nissan-navara-st-x-4x4-/1265724474,2008 Nissan Navara ST-X (4x4),12990.0,WA 6102,Call Darrell ******4774,"Call Darrell ******4774
Automatic Nissan Navara STX dual cab utilitySports barHard lidTow BarAlloy wheelsSide stepsFront Bull Bar with spot lights The Car Guys, 1143 Albany Hwy, BENTLEY WA 6102LANEWAY PARKING AT REAR – or opposite at Bentley Plaza Shopping CentreOpen Mon-Fri 8:30am-5pm or Saturday 9am-1pmWe're all about top quality & friendly service here. Let us help you!!! We can assist with an array of Finance and Extended Warranty options. Trade-ins most welcome.NOT EXACTLY WHAT YOU’RE LOOKING FOR?? Talk to us. We stock a range of 4WD, 4x4, Commercial, Utes, Passenger, SUV and Cheap Small Cars. We service Perth, Bentley, Victoria Park, Vic Park, Cannington, St James & we can easily arrange transport throughout regional Western Australia. Don’t let your rural location hold you back from making a purchase. We stock Toyota Landcruiser, Prado, Nissan Navara, Pathfinder, Utes, Holden Commodore, Ford Falcon, Camry, Corolla, Mitsubishi Triton, Mazda, Subaru, Hyundai. We're serious about selling cars. It’s literally our life!! Our stock changes daily and we have no idea what vehicle will arrive at our premises tomorrow. It would be our pleasure to assist you.Regards The Car Guys.Darrell ******4774
Rod    ******0142

",14/01/2021,Yesterday,Dealer used,ST-X (4x4),289210,Automatic,4x4,Diesel,White,Yes,Yes,1HDY112,,2008,Nissan,Navara,Ute,navara
https://www.gumtree.com.au/s-ad/wangara/cars-vans-utes/2010-nissan-navara-d40-st-silver-6-speed-manual-utility/1266050834,2010 Nissan Navara D40 ST Silver 6 Speed Manual Utility,14990.0,"6 Prindiville Drive Wangara, WA 6065",2010 Nissan Navara D40 ST Silver 6 Speed Manual Utility,"2010 Nissan Navara D40 ST Silver 6 Speed Manual Utility
",15/01/2021,9 minutes ago,Dealer used,ST (4x4),201735,Manual,4x4,Diesel,Silver,Yes,,1EDY615,,2010,Nissan,Navara,Ute,navara
https://www.gumtree.com.au/s-ad/osborne-park/cars-vans-utes/2014-nissan-navara-d40-rx-silverline-se-4x4-silver-6-speed-manual-dual-cab-pick-up/1265821059,2014 Nissan Navara D40 RX Silverline SE (4x4) Silver 6 Speed Manual Dual Cab Pick-up,29990.0,"8 Parkland Road Osborne Park, WA 6017","** 2014 NISSAN NAVARA SILVERLINE 4x4 D40 DUAL CAB 2.5L DIESEL TURBO 6 SP MANUAL Only $29,990 Or Finance From Only $150 P/W ** This Nissan Navara Really Is Sensational ! Come Down And Test Drive Today !   The photos paint the picture perfectly, This is a very well maintained Navara D40 Dual Cab 4x4 Automatic with a Highly Desirable 2.5 L Turbo Diesel Engine and Extremely Low 47,000 kms   If you're looking for the absolute best deal on your next pre-owned vehicle look no further, your destination is Car Nation.   Car Nation Wholesale is a business servicing the Perth area and other regions across Australia. We have deep roots in our communities and a strong commitment to exceeding customer expectations.   We are a Wholesale dealership. This means, in addition to supplying you a car, we buy and sell to dealers as well. This enables us to keep costs low and the good news is that we can pass on the savings to you, but we never compromise on the quality and safety of our cars. Never.   We endeavor to give our customers the very best of service and quality pre-owned vehicles at Perth’s best prices. We also offer top trade in prices for all types of vehicles with extremely competitive finance options available.   We are here to help you find your Pre Owned Vehicle at the price you can afford. We excel at keeping customers for life by under promising and over delivering. Our outstanding service and competitive prices cause customers to travel from all over Australia. We also offer affordable vehicle transport to any location with in Australia.   We are experts in sourcing the best quality cars for you, we stock and supply Family cars, 4X4, Work Utes, Sports cars, you name it we either have it or can get it for you.   Call our office or visit our web site http://www.carnationwholesale.com.au today and arrange a Hassle Free Buying experience.   Buy and Drive with confidence!   ***  Extended Warranty options also available at a very affordable price.   Competitive No Deposit Finance Available from Top Lenders   ***   *Subject to lenders criteria being met TAP only.  Repayments based on a 5-year secured car loan. Interest rate will vary according to financier’s assessment. Repayments will vary according to term of the loan.   **We are located at 8 Parkland Road Osborne Park WA 6017**   Come down and take a look today!   We also have a large range of pre-owned vehicles such as Hilux, kluger, landcruiser, Xtrial, Pathfinder, Camry, Aurion, Captiva, Pajero, Triton, BMW, Ford, Holden, Nissan, Toyota, Subaru, Impreza, Liberty, Hyundai, ix35, i20, i30, Getz, Hsv, Ranger, Sportage and much more ..   For any enquires please contact us on   Ph: 08******9761  Mob: ******** 031  Mob: ******** 295   Web Site: http://www.carnationwholesale.com.au   Email: sal******@******.au   Opening Hours   Monday | Friday 9:00am | 4pm  Saturday 9:00am | 12pm","** 2014 NISSAN NAVARA SILVERLINE 4x4 D40 DUAL CAB 2.5L DIESEL TURBO 6 SP MANUAL Only $29,990 Or Finance From Only $150 P/W ** This Nissan Navara Really Is Sensational ! Come Down And Test Drive Today !   The photos paint the picture perfectly, This is a very well maintained Navara D40 Dual Cab 4x4 Automatic with a Highly Desirable 2.5 L Turbo Diesel Engine and Extremely Low 47,000 kms   If you're looking for the absolute best deal on your next pre-owned vehicle look no further, your destination is Car Nation.   Car Nation Wholesale is a business servicing the Perth area and other regions across Australia. We have deep roots in our communities and a strong commitment to exceeding customer expectations.   We are a Wholesale dealership. This means, in addition to supplying you a car, we buy and sell to dealers as well. This enables us to keep costs low and the good news is that we can pass on the savings to you, but we never compromise on the quality and safety of our cars. Never.   We endeavor to give our customers the very best of service and quality pre-owned vehicles at Perth’s best prices. We also offer top trade in prices for all types of vehicles with extremely competitive finance options available.   We are here to help you find your Pre Owned Vehicle at the price you can afford. We excel at keeping customers for life by under promising and over delivering. Our outstanding service and competitive prices cause customers to travel from all over Australia. We also offer affordable vehicle transport to any location with in Australia.   We are experts in sourcing the best quality cars for you, we stock and supply Family cars, 4X4, Work Utes, Sports cars, you name it we either have it or can get it for you.   Call our office or visit our web site http://www.carnationwholesale.com.au today and arrange a Hassle Free Buying experience.   Buy and Drive with confidence!   ***  Extended Warranty options also available at a very affordable price.   Competitive No Deposit Finance Available from Top Lenders   ***   *Subject to lenders criteria being met TAP only.  Repayments based on a 5-year secured car loan. Interest rate will vary according to financier’s assessment. Repayments will vary according to term of the loan.   **We are located at 8 Parkland Road Osborne Park WA 6017**   Come down and take a look today!   We also have a large range of pre-owned vehicles such as Hilux, kluger, landcruiser, Xtrial, Pathfinder, Camry, Aurion, Captiva, Pajero, Triton, BMW, Ford, Holden, Nissan, Toyota, Subaru, Impreza, Liberty, Hyundai, ix35, i20, i30, Getz, Hsv, Ranger, Sportage and much more ..   For any enquires please contact us on   Ph: 08******9761  Mob: ******** 031  Mob: ******** 295   Web Site: http://www.carnationwholesale.com.au   Email: sal******@******.au   Opening Hours   Monday | Friday 9:00am | 4pm  Saturday 9:00am | 12pm

",15/01/2021,10 minutes ago,Dealer used,RX SILVERLINE SE (4x4),47793,Manual,4x4,Diesel,Silver,Yes,,1HFL743,,2014,Nissan,Navara,Ute,navara
https://www.gumtree.com.au/s-ad/wangara/cars-vans-utes/2010-nissan-navara-d40-st-white-5-speed-automatic-utility/1263875198,2010 Nissan Navara D40 ST White 5 Speed Automatic Utility,15990.0,"1/38 Prindiville Drive Wangara, WA 6065","Ready for anything, whether it’s the daily grind at the worksite or an off-road adventure. Immaculately presented is this Navara, powered by the economical 2.5 litre 4 cylinder turbo diesel engine and 5 speed automatic transmission. Boasting plenty of features such as 6 airbags, ABS anti-lock brakes, bulbar, ABS(antilock Brakes), Bluetooth, AUX input, Brake Assist, central locking, Air conditioning, Cruise control, Auto-locking, independent front suspension, owners manual, log book and 2 keys.   Comprehensive warranty options and competitive on site finance available to approved purchasers. Due to our high turnover we can pay top dollar for quality used vehicles and trade ins. We are a family owned business located 20km north of Perth and stock over 80 quality used vehicles.","Ready for anything, whether it’s the daily grind at the worksite or an off-road adventure. Immaculately presented is this Navara, powered by the economical 2.5 litre 4 cylinder turbo diesel engine and 5 speed automatic transmission. Boasting plenty of features such as 6 airbags, ABS anti-lock brakes, bulbar, ABS(antilock Brakes), Bluetooth, AUX input, Brake Assist, central locking, Air conditioning, Cruise control, Auto-locking, independent front suspension, owners manual, log book and 2 keys.   Comprehensive warranty options and competitive on site finance available to approved purchasers. Due to our high turnover we can pay top dollar for quality used vehicles and trade ins. We are a family owned business located 20km north of Perth and stock over 80 quality used vehicles.
",15/01/2021,45 minutes ago,Dealer used,ST (4x4),215417,Automatic,4x4,Diesel,White,Yes,Yes,1GWC761,,2010,Nissan,Navara,Ute,navara
https://www.gumtree.com.au/s-ad/osborne-park/cars-vans-utes/2009-nissan-navara-d40-st-x-4x4-silver-5-speed-automatic-dual-cab-pick-up/1262252393,2009 Nissan Navara D40 ST-X (4x4) Silver 5 Speed Automatic Dual Cab Pick-up,17990.0,"8 Parkland Road Osborne Park, WA 6017","** YES WE ARE STILL OPEN !! WE ARE STILL TRADING AS USUAL !! **   **2009 NISSAN NAVARA ST-X D40 4x4 DUAL CAB 2.5L DIESEL TURBO AUTOMATIC ONLY $17,990 Or Finance From Only $90 P/W ** This Nissan Navara Really Is Sensational ! This Vehicle Is Equipped With Many Features and is Ready For Your Adventures ! Come Down And Test Drive Today ! **   **This is a well maintained Navara D40 4X4 Dual Cab with a Highly Desirable With A 2.5 L Turbo Diesel Engine Automatic Transmission ! **   -Dual Front Airbag Package  -Anti-lock Braking  -Jvc Stereo  -Air Conditioning  -16 Inch Alloy Wheels  -Brake Assist  -Cruise Control  -CD with 6 CD Stacker  -Central Locking Remote Control  -Cloth Trim  -Engine Immobiliser  -Leather Steering Wheel  -Power Mirrors  -Power Steering  -Power Windows  -Radio CD with 6 Speakers  -Seatbelts - Pre-tensioners Front Seats  -Side Steps   If you're looking for the absolute best deal on your next pre-owned vehicle look no further, your destination is Car Nation.   Car Nation Wholesale is a business servicing the Perth area and other regions across Australia. We have deep roots in our communities and a strong commitment to exceeding customer expectations.   We are a Wholesale dealership. This means, in addition to supplying you a car, we buy and sell to dealers as well. This enables us to keep costs low and the good news is that we can pass on the savings to you, but we never compromise on the quality and safety of our cars. Never.   We endeavor to give our customers the very best of service and quality pre-owned vehicles at Perth’s best prices. We also offer top trade in prices for all types of vehicles with extremely competitive finance options available.   We are here to help you find your Pre Owned Vehicle at the price you can afford. We excel at keeping customers for life by under promising and over delivering. Our outstanding service and competitive prices cause customers to travel from all over Australia. We also offer affordable vehicle transport to any location with in Australia.   We are experts in sourcing the best quality cars for you, we stock and supply Family cars, 4X4, Work Utes, Sports cars, you name it we either have it or can get it for you.   Call our office or visit our web site http://www.carnationwholesale.com.au today and arrange a Hassle Free Buying experience.   Buy and Drive with confidence!   ***  Extended Warranty options also available at a very affordable price.   Competitive No Deposit Finance Available from Top Lenders   ***   *Subject to lenders criteria being met TAP only.  Repayments based on a 5-year secured car loan. Interest rate will vary according to financier’s assessment. Repayments will vary according to term of the loan.   **We are located at 8 Parkland Road Osborne Park WA 6017**   Come down and take a look today!   We also have a large range of pre-owned vehicles such as Hilux, kluger, landcruiser, Xtrial, Pathfinder, Camry, Aurion, Captiva, Pajero, Triton, BMW, Ford, Holden, Nissan, Toyota, Subaru, Impreza, Liberty, Hyundai, ix35, i20, i30, Getz, Hsv, Ranger, Sportage and much more ..   For any enquires please contact us on   Ph: 08******9761  Mob: ******** 031  Mob: ******** 295   Web Site: http://www.carnationwholesale.com.au   Email: sal******@******.au   Opening Hours   Monday | Friday 9:00am | 4pm  Saturday 9:00am | 12pm","** YES WE ARE STILL OPEN !! WE ARE STILL TRADING AS USUAL !! **   **2009 NISSAN NAVARA ST-X D40 4x4 DUAL CAB 2.5L DIESEL TURBO AUTOMATIC ONLY $17,990 Or Finance From Only $90 P/W ** This Nissan Navara Really Is Sensational ! This Vehicle Is Equipped With Many Features and is Ready For Your Adventures ! Come Down And Test Drive Today ! **   **This is a well maintained Navara D40 4X4 Dual Cab with a Highly Desirable With A 2.5 L Turbo Diesel Engine Automatic Transmission ! **   -Dual Front Airbag Package  -Anti-lock Braking  -Jvc Stereo  -Air Conditioning  -16 Inch Alloy Wheels  -Brake Assist  -Cruise Control  -CD with 6 CD Stacker  -Central Locking Remote Control  -Cloth Trim  -Engine Immobiliser  -Leather Steering Wheel  -Power Mirrors  -Power Steering  -Power Windows  -Radio CD with 6 Speakers  -Seatbelts - Pre-tensioners Front Seats  -Side Steps   If you're looking for the absolute best deal on your next pre-owned vehicle look no further, your destination is Car Nation.   Car Nation Wholesale is a business servicing the Perth area and other regions across Australia. We have deep roots in our communities and a strong commitment to exceeding customer expectations.   We are a Wholesale dealership. This means, in addition to supplying you a car, we buy and sell to dealers as well. This enables us to keep costs low and the good news is that we can pass on the savings to you, but we never compromise on the quality and safety of our cars. Never.   We endeavor to give our customers the very best of service and quality pre-owned vehicles at Perth’s best prices. We also offer top trade in prices for all types of vehicles with extremely competitive finance options available.   We are here to help you find your Pre Owned Vehicle at the price you can afford. We excel at keeping customers for life by under promising and over delivering. Our outstanding service and competitive prices cause customers to travel from all over Australia. We also offer affordable vehicle transport to any location with in Australia.   We are experts in sourcing the best quality cars for you, we stock and supply Family cars, 4X4, Work Utes, Sports cars, you name it we either have it or can get it for you.   Call our office or visit our web site http://www.carnationwholesale.com.au today and arrange a Hassle Free Buying experience.   Buy and Drive with confidence!   ***  Extended Warranty options also available at a very affordable price.   Competitive No Deposit Finance Available from Top Lenders   ***   *Subject to lenders criteria being met TAP only.  Repayments based on a 5-year secured car loan. Interest rate will vary according to financier’s assessment. Repayments will vary according to term of the loan.   **We are located at 8 Parkland Road Osborne Park WA 6017**   Come down and take a look today!   We also have a large range of pre-owned vehicles such as Hilux, kluger, landcruiser, Xtrial, Pathfinder, Camry, Aurion, Captiva, Pajero, Triton, BMW, Ford, Holden, Nissan, Toyota, Subaru, Impreza, Liberty, Hyundai, ix35, i20, i30, Getz, Hsv, Ranger, Sportage and much more ..   For any enquires please contact us on   Ph: 08******9761  Mob: ******** 031  Mob: ******** 295   Web Site: http://www.carnationwholesale.com.au   Email: sal******@******.au   Opening Hours   Monday | Friday 9:00am | 4pm  Saturday 9:00am | 12pm

",15/01/2021,55 minutes ago,Dealer used,ST-X (4x4),206083,Automatic,4x4,Diesel,Silver,Yes,,1HEM053,,2009,Nissan,Navara,Ute,navara
